5882 52.165416666 31.291944444 P
5883 52.169166666 31.298888888 P
5886 52.18 31.292222222 F
5888 52.18875 31.094722222 P
5892 52.202916666 31.268888888 F
5897 52.213333333 31.294166666 P
5906 52.23125 31.243333333 P
5909 52.235833333 31.126944444 F
5914 52.23875 31.2375 P
5919 52.243333333 31.371388888 P
5920 52.246666666 31.342222222 F
5921 52.247083333 31.263333333 F
5923 52.252083333 31.2 P
5924 52.25625 31.338888888 P
5925 52.2575 31.281388888 F
5929 52.26375 31.387222222 P
5930 52.265416666 31.2675 P
5933 52.266666666 31.246111111 P
5935 52.269166666 31.368055555 P
5938 52.270416666 31.343888888 F
5941 52.275 30.510833333 P
5943 52.282083333 31.365833333 P
5945 52.287083333 31.382222222 F
5947 52.287916666 31.357777777 P
5953 52.293333333 31.225277777 P
5954 52.294166666 31.227777777 P
5955 52.294166666 31.305555555 P
5957 52.295416666 31.307222222 P
5958 52.296666666 31.308611111 P
5959 52.299166666 31.3575 P
5960 52.3 31.218055555 P
5961 52.3 31.216944444 F
5962 52.30375 31.303888888 P
5964 52.30625 31.232777777 P
5969 52.32125 31.462777777 P
5970 52.322916666 31.463333333 P
5973 52.325833333 31.388611111 P
5974 52.3275 31.338055555 F
5976 52.333333333 31.401944444 P
5977 52.335 31.309444444 F
5982 52.3475 31.558055555 P
5983 52.35 31.3325 F
5995 52.465833333 31.651666666 P
5997 52.562916666 30.396944444 P
5998 52.593333333 31.544444444 F
6001 52.612916666 30.474722222 F
6002 52.635833333 30.440555555 P
6006 52.659166666 30.536388888 F
6010 52.81125 30.831944444 F
6013 52.837083333 30.758333333 P
6017 53.074583333 30.829722222 P
6018 53.12125 31.044444444 F
6024 53.240833333 31.102222222 P
6025 53.276666666 31.134444444 F
6026 53.289583333 31.091944444 P
6027 53.303333333 31.356666666 F
6028 53.3075 31.334722222 P
6029 53.309583333 31.119444444 P
6030 53.318333333 31.114444444 P
6031 53.319166666 31.131944444 P
6032 53.324166666 31.158611111 P
6033 53.334583333 31.1225 P
6034 53.363333333 31.119444444 P
6049 55.420833333 31.801111111 F
6051 55.482083333 31.803055555 F
6054 55.494166666 31.805833333 P
6056 55.50875 31.800555555 P
6072 55.733333333 31.945555555 F
6082 55.8725 31.871944444 P
6083 55.9 31.835833333 F
6086 55.937916666 32.066111111 F
6088 55.962083333 32.056666666 P
6089 55.9625 32.052222222 F
6094 55.985416666 32.014444444 P
6095 55.986666666 32.051111111 P
6097 55.988333333 32.013055555 F
6099 55.990833333 32.053333333 P
6103 55.9975 32.009722222 F
6108 56.01 32.034444444 P
6109 56.010833333 32.033055555 P
6117 56.038333333 32.043611111 P
6120 56.05375 32.026388888 F
6134 56.08875 31.992222222 P
6143 56.103333333 32.23 P
6162 56.12625 32.193055555 F
6180 56.147083333 32.476944444 F
6204 56.180416666 32.025277777 P
6207 56.182916666 32.026666666 P
6228 56.3075 32.202777777 P
6242 56.7725 32.718888888 P
6243 56.922916666 32.862222222 P
6250 277.06333333 -0.045277777 F
6263 277.17416666 -0.055833333 F
6264 277.18333333 0.8936111111 P
6265 277.18625 0.8569444444 P
6267 277.18708333 0.8675 P
6275 277.21333333 0.3241666666 F
6277 277.21958333 0.4794444444 F
6280 277.225 0.4916666666 P
6282 277.22833333 0.4977777777 P
6283 277.22875 0.3088888888 P
6285 277.23208333 0.4955555555 P
6286 277.23583333 0.5022222222 P
6300 277.25875 0.5222222222 F
6303 277.26791666 0.5566666666 P
6307 277.27583333 0.5119444444 P
6308 277.27791666 0.5094444444 P
6315 277.2875 0.5244444444 F
6316 277.2875 0.5255555555 P
6326 277.31708333 0.3061111111 F
6335 277.36375 0.6469444444 F
6340 277.38291666 1.3116666666 F
6352 277.4175 0.2536111111 P
6365 277.44583333 1.2738888888 F
6369 277.45041666 1.2788888888 P
6371 277.45458333 1.2719444444 P
6372 277.455 1.2752777777 P
6373 277.45625 1.285 P
6375 277.45666666 1.2558333333 P
6376 277.45666666 1.2488888888 F
6380 277.46291666 1.2777777777 P
6383 277.46666666 0.6119444444 F
6384 277.4675 1.2630555555 P
6385 277.4675 1.2663888888 P
6388 277.46875 0.6030555555 P
6389 277.47 1.2488888888 P
6408 277.48583333 1.2108333333 P
6409 277.48666666 1.2461111111 P
6412 277.48958333 1.2166666666 P
6414 277.49 1.2177777777 F
6415 277.49041666 1.2347222222 F
6418 277.49083333 1.2141666666 P
6423 277.49458333 1.2405555555 P
6424 277.49583333 1.2069444444 F
6428 277.49666666 1.2336111111 P
6429 277.49708333 1.1780555555 F
6430 277.49791666 1.1997222222 P
6431 277.49958333 1.2197222222 P
6436 277.50291666 1.2169444444 P
6437 277.50458333 1.2233333333 F
6440 277.50833333 1.2330555555 P
6441 277.51125 1.2077777777 F
6450 277.52166666 0.6844444444 P
